the_geom,Address,Suffix,Street,OnStr,OnStrProper,FromStr,toStr,Side,Site,SPP,DBH,WIRES,PITTYPE,WARD,longitude,latitude
POINT (-71.40057054754338 41.8268475253226),190,,THAYER ST,THAYER ST,Thayer St,WATERMAN ST,GEORGE ST,Front,3,Platanus x acerifolia,5,No,Sidewalk Pit,2,-71.40057055,41.82684753
POINT (-71.39247754303192 41.82925554742077),377,,ANGELL ST,ANGELL ST,Angell St,ARLINGTON AVE,IVES ST,Front,1,Gleditsia triacanthos,16.3,No,Lawn Strip,1,-71.39247754,41.82925555
POINT (-71.40469849174214 41.826335175339274),20,,PROSPECT ST,PROSPECT ST,Prospect St,WATERMAN ST,COLLEGE ST,Front,3,Ulmus spp.,3,No,Sidewalk Pit,2,-71.40469849,41.82633518
POINT (-71.39937553475453 41.828103271271765),209,,ANGELL ST,BROOK ST,Brook St,ANGELL ST,FONES ALY,Front,1,Fraxinus americana,22,No,Sidewalk Pit,1,-71.39937553,41.82810327
POINT (-71.39930571247444 41.82768805273057),121,,WATERMAN ST,BROOK ST,Brook St,WATERMAN ST,MANNING ST,Side,3,Ginkgo biloba,5,No,Sidewalk Pit,1,-71.39930571,41.82768805
POINT (-71.40140820887834 41.82917348731523),200,,MEETING ST,MEETING ST,Meeting St,THAYER ST,BROWN ST,Front,1,Gleditsia triacanthos,20,Yes,Sidewalk Pit,2,-71.40140821,41.82917349
POINT (-71.39945776121688 41.830959759242724),264,,BOWEN ST,BOWEN ST,Bowen St,HOPE ST,BROOK ST,Front,1,Fraxinus pennsylvanica,24,No,Lawn Strip,2,-71.39945776,41.83095976
POINT (-71.40077363538876 41.828455107072045),164,,ANGELL ST,THAYER ST,Thayer St,OLIVE ST,ANGELL ST,Side,1,Platanus x acerifolia,2.1,No,Sidewalk Pit,2,-71.40077364,41.82845511
POINT (-71.40252670465102 41.827149925919905),80,,WATERMAN ST,WATERMAN ST,Waterman St,THAYER ST,BROWN ST,Front,2,Ulmus americana,6,No,Sidewalk Pit,2,-71.4025267,41.82714993
POINT (-71.40745203582526 41.8287167289023),62,,MEETING ST,MEETING ST,Meeting St,BENEFIT ST,CONGDON ST,Front,1,Pyrus calleryana,3,Yes,Sidewalk Pit,2,-71.40745204,41.82871673
POINT (-71.39593895364247 41.82962379782601),26,,DIMAN PL,DIMAN PL,Diman Pl,STIMSON AVE,ANGELL ST,Front,2,Acer saccharinum,4.8,No,Lawn Strip,2,-71.39593895,41.8296238
POINT (-71.4011291972977 41.825521825394084),122,,GEORGE ST,GEORGE ST,George St,THAYER ST,PROSPECT ST,Front,2,Platanus x acerifolia,19,No,Sidewalk Pit,2,-71.4011292,41.82552183
POINT (-71.40692067534495 41.82627631417072),42,,COLLEGE ST,BENEFIT ST,Benefit St,COLLEGE ST,WATERMAN ST,Side,3,Platanus x acerifolia,12.9,No,Sidewalk Pit,2,-71.40692068,41.82627631
POINT (-71.39991151826896 41.83102982068158),476,,BROOK ST,BROOK ST,Brook St,LLOYD AVE,BOWEN ST,Front,2,Platanus x acerifolia,2.1,Yes,Sidewalk Pit,2,-71.39991152,41.83102982
POINT (-71.40699810417415 41.82709526281387),219,,BENEFIT ST,WATERMAN ST,Waterman St,BENEFIT ST,PROSPECT ST,Side,3,Pyrus calleryana,5,No,Sidewalk Pit,2,-71.4069981,41.82709526
POINT (-71.40690489740919 41.82706828067044),219,,BENEFIT ST,WATERMAN ST,Waterman St,BENEFIT ST,PROSPECT ST,Side,4,Gleditsia triacanthos,16,No,Sidewalk Pit,2,-71.4069049,41.82706828
POINT (-71.39849433592897 41.8275529064003),124,,WATERMAN ST,WATERMAN ST,Waterman St,BROOK ST,HOPE ST,Front,1,Gleditsia triacanthos,16,No,Sidewalk Pit,1,-71.39849434,41.82755291
POINT (-71.40294698268858 41.82458439028035),11,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,BENEFIT ST,BROWN ST,Front,7,Gleditsia triacanthos,16.8,No,Sidewalk Pit,2,-71.40294698,41.82458439
POINT (-71.39592949475612 41.82675128311888),61,,COOKE ST,MANNING ST,Manning St,COOKE ST,MANNING ST,Side,4,Pyrus calleryana,7,No,Lawn Strip,1,-71.39592949,41.82675128
POINT (-71.40581991163799 41.82770941339338),52,,ANGELL ST,ANGELL ST,Angell St,PROSPECT ST,CONGDON ST,Front,2,Prunus spp.,1.6,No,Sidewalk Pit,2,-71.40581991,41.82770941
POINT (-71.40351744263596 41.82526448087748),67,,GEORGE ST,GEORGE ST,George St,MAGEE ST,BROWN ST,Front,2,Ulmus spp.,4,No,Sidewalk Pit,2,-71.40351744,41.82526448
POINT (-71.3971658498914 41.82496133752845),151,,HOPE ST,HOPE ST,Hope St,CHARLESFIELD ST,BENEVOLENT ST,Side,1,Tilia cordata,8,No,Sidewalk Pit,1,-71.39716585,41.82496134
POINT (-71.40170461931365 41.82289726258435),66,,POWER ST,POWER ST,Power St,THAYER ST,BROWN ST,Front,2,Quercus robur,4.7,No,Sidewalk Pit,2,-71.40170462,41.82289726
POINT (-71.40726265699487 41.8269133973733),219,,BENEFIT ST,BENEFIT ST,Benefit St,COLLEGE ST,WATERMAN ST,Front,3,Platanus x acerifolia,14.5,No,Sidewalk Pit,2,-71.40726266,41.8269134
POINT (-71.40602015989572 41.82603092926862),51,,COLLEGE ST,COLLEGE ST,College St,BENEFIT ST,PROSPECT ST,Front,1,Ulmus spp.,2,No,Sidewalk Pit,2,-71.40602016,41.82603093
POINT (-71.40164133000755 41.82806037557438),154,,ANGELL ST,ANGELL ST,Angell St,THAYER ST,BROWN ST,Front,6,Platanus x acerifolia,6.7,No,Sidewalk Pit,2,-71.40164133,41.82806038
POINT (-71.39797043885335 41.82567625813357),183,,GEORGE ST,GEORGE ST,George St,HOPE ST,GEORGE ST,Front,3,Acer platanoides,25,No,Sidewalk Pit,1,-71.39797044,41.82567626
POINT (-71.39565463948743 41.82897624885052),300,,ANGELL ST,DIMAN PL,Diman Pl,ANGELL ST,STIMSON AVE,Side,1,Acer platanoides,20.4,No,Sidewalk Pit,2,-71.39565464,41.82897625
POINT (-71.40405664181691 41.82692167077927),65,Y,WATERMAN ST,WATERMAN ST,Waterman St,PROSPECT ST,BROWN ST,Front,5,Gleditsia triacanthos,6,No,Sidewalk Pit,2,-71.40405664,41.82692167
POINT (-71.40002920058163 41.82388401267028),60,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,THAYER ST,BROOK ST,Front,8,Tilia cordata,8,Yes,Sidewalk Pit,1,-71.4000292,41.82388401
POINT (-71.40591018932658 41.826035926046025),51,,COLLEGE ST,COLLEGE ST,College St,BENEFIT ST,PROSPECT ST,Front,2,Ulmus spp.,4,No,Sidewalk Pit,2,-71.40591019,41.82603593
POINT (-71.39700901873955 41.832466508993086),295,,LLOYD AVE,LLOYD AVE,Lloyd Ave,HOPE ST,ARLINGTON AVE,Front,2,Prunus spp.,7,Yes,Lawn Strip,2,-71.39700902,41.83246651
POINT (-71.39933986292462 41.823921985573385),60,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,THAYER ST,CHARLESFIELD ST,Front,2,Tilia cordata,11,Yes,Sidewalk Pit,1,-71.39933986,41.82392199
POINT (-71.40513209967773 41.82950080858024),75,,PROSPECT ST,PROSPECT ST,Prospect St,MEETING ST,CUSHING ST,Front,1,Prunus spp.,10.1,No,Sidewalk Pit,2,-71.4051321,41.82950081
POINT (-71.39972510474257 41.8296368134266),450,,BROOK ST,BROOK ST,Brook St,BOWEN ST,CUSHING ST,Front,7,Quercus palustris,1.8,Yes,Lawn Strip,2,-71.3997251,41.82963681
POINT (-71.39853602723021 41.83205667063509),250,,LLOYD AVE,LLOYD AVE,Lloyd Ave,WEYMOUTH ST,HOPE ST,Front,3,Quercus alba,2.4,No,Lawn Strip,2,-71.39853603,41.83205667
POINT (-71.40011457586444 41.82429676419591),111,,THAYER ST,THAYER ST,Thayer St,BENEVOLENT ST,CHARLESFIELD ST,Front,7,Ulmus americana,8,No,Sidewalk Pit,1,-71.40011458,41.82429676
POINT (-71.4002894827021 41.82460414202846),112,Y,THAYER ST,THAYER ST,Thayer St,GEORGE ST,CHARLESFIELD ST,Front,2,Platanus x acerifolia,27.3,Yes,Sidewalk Pit,2,-71.40028948,41.82460414
POINT (-71.39565528782431 41.8243293657618),7,,YOUNG ORCHARD AVE,YOUNG ORCHARD AVE,Young Orchard Ave,COOKE ST,HOPE ST,Front,5,Acer saccharum,1,No,Sidewalk Pit,1,-71.39565529,41.82432937
POINT (-71.39689743018621 41.823101640379825),121,,HOPE ST,HOPE ST,Hope St,WILLIAMS ST,POWER ST,Front,3,Tilia americana,6.3,No,Sidewalk Pit,1,-71.39689743,41.82310164
POINT (-71.40482766895548 41.82839257435616),61,,PROSPECT ST,PROSPECT ST,Prospect St,OLIVE ST,MEETING ST,Front,2,Tilia americana,28.3,No,Sidewalk Pit,2,-71.40482767,41.82839257
POINT (-71.40006796376682 41.83092678305981),260,,BOWEN ST,BOWEN ST,Bowen St,BROOK ST,THAYER ST,Front,2,Fraxinus pennsylvanica,17.2,No,Lawn Strip,2,-71.40006796,41.83092678
POINT (-71.40632684914236 41.82767043955816),48,,ANGELL ST,ANGELL ST,Angell St,PROSPECT ST,CONGDON ST,Front,3,Gleditsia triacanthos,2.6,No,Sidewalk Pit,2,-71.40632685,41.82767044
POINT (-71.39879980664726 41.82495035935993),84,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,HOPE ST,BROOK ST,Front,2,Nyssa sylvatica,1,No,Sidewalk Pit,1,-71.39879981,41.82495036
POINT (-71.40712452323078 41.82666256223486),235,,BENEFIT ST,BENEFIT ST,Benefit St,COLLEGE ST,WATERMAN ST,Front,5,Platanus x acerifolia,2.3,No,Sidewalk Pit,2,-71.40712452,41.82666256
